PREFIXO,MANTENEDOR,PREFIXO AN,NOME DA ES,DE,ATE,LATITUDE,LONGITUDE,MUNICIPIO,MUNICIPI_1,BACIA HIDR,Nome UGHRI,N_UGRHI,Nome SUBUG,N_SUBUGRHI,REDE,PROPRIETAR,TIPO DE PO,AREA (Km2),BTL,cia_amb,COBACIA,OBS,TEMPO DE T,STATUS PCD,ULTIMA TRA,CONVENCION,LOGGER,TELEMETRIC,NIVEL,VAZAO,FICHA DE INSPECAO,ULTIMA DATA FI,FICHA DESCRITIVA,ULTIMA_ATUALIZACAO_FD,AQUIFERO,ALTIMETRIA
6B-502Z,FCTH,,SÍTIO SÃO JOSÉ,"2009","2011",-20.55888889,-49.20305556,ONDA VERDE,Onda Verde,R. TURVO,Turvo/Grande,"15",Médio Turvo,15_5,,SPÁguas,PIEZO,,4° BPAmb,"4100","8682372",PARALISADO EM LEITURAS DESDE 08/2011 - EXTINTO-POÇO NORMALMENTE SECO,,INATIVO,,C,,,,,,,,,Bauru,448.26
6B-503Z,FCTH,,SÍTIO SÃO SEBASTIÃO,"2018","2025",-20.55083333,-49.22416667,ONDA VERDE,Onda Verde,R. TURVO,Turvo/Grande,"15",Médio Turvo,15_5,,SPÁguas,PIEZO,,4° BPAmb,"4100","868236",LOGGER (SOLINST) - SEM OBSERVADOR (AS LEITURAS GRAVADAS SÃO RETIRADAS DAS INSPEÇÕES),,ATIVO,,C,L,,,,,,,,Bauru,481.597
6B-504Z,FCTH,,SÍTIO N. S. APARECIDA,"2018","2025",-20.4775,-49.69055556,TANABI,Tanabi,R. VARGINHA,Turvo/Grande,"15",Rio Preto,15_6,,SPÁguas,PIEZO,,4° BPAmb,"4100","8682243",LOGGER (SOLINST) - SEM OBSERVADOR (AS LEITURAS GRAVADAS SÃO RETIRADAS DAS INSPEÇÕES),,ATIVO,,C,L,,,,,,,,Bauru,508.623
6B-505Z,FCTH,,FAZ. CALIFÓRNIA,"2018","2025",-20.97694444,-49.86083333,JOSÉ BONIFÁCIO,Planalto,CÓRR. DO MATÃO,Baixo Tietê,"19",Montante da Usina Nova Avanhandava,19_1,,SPÁguas,PIEZO,,4° BPAmb,"4100","8661325",LOGGER (SOLINST) - SEM OBSERVADOR (AS LEITURAS GRAVADAS SÃO RETIRADAS DAS INSPEÇÕES),,ATIVO,,C,L,,,,,,,,Bauru,447.209
6B-506Z,FCTH,,SÍTIO SANTA HELENA,"2022","2025",-20.61805556,-50.13305556,SEBASTIANÓPOLIS DO SUL,Floreal,CÓRR. DO VARJÃO,,"18",Médio São José dos Dourados,18_2,,SPÁguas,PIEZO,,4° BPAmb,"4200","867294",LOGGER (SOLINST) - SEM OBSERVADOR (AS LEITURAS GRAVADAS SÃO RETIRADAS DAS INSPEÇÕES)-checar boca do poço,,ATIVO,,C,L,,,,,,,,Bauru,446
6C-001,FCTH,"62810000",REGINÓPOLIS,"1943","2021",-21.88805556,-49.28083333,REGINÓPOLIS,Pirajui,R. BATALHA,Tietê/Batalha,"16",Rio Batalha,16_2,,SPÁguas,FLU,1881,2° BPAmb,"2200","8661821",LOGGER (FCTH) / SEM OBSERVADOR DESDE MAI 2023 - DE 1961 A 1969 E DE 2000 A 2011 S/ VAZÕES - ESTAÇÃO MISTA C6-050,,ATIVO,,,L,,Q,,,,,,,
6C-002,,,PORTO JOÃO PASSOS,"1943","1959",-21.71666667,-49.14,BORBOREMA,Reginopolis,R. TIETÊ,Tietê/Batalha,"16",Entre início da UGRHI Rio Batalha e Rio Dourado,16_3,,SPÁguas,FLU,47795,2° BPAmb,"2200","866195",,,,,,,,,,,,,,,
6C-005,IPT,,NOVA FÁTIMA,"1969","2024",-21.77972222,-49.96944444,GUAIMBÉ,Getulina,R. AGUAPEÍ,Aguapeí,"20",Alto Aguapeí,20_1,,SPÁguas,FLU,1092,2° BPAmb,"2200","8656932",LOGGER (SOLINST) FURTADO - FOI REGISTRADOR MECÂNICO - DE 1985 A 1989 E DE 1998 A 2011 S/ VAZÕES - SEM OBSERVADOR,,PARALIZADO,,,,,,,,,,,,
6C-008,FCTH,"61964000",CATIGUÁ,"1969","2024",-21.05194444,-49.0725,CATIGUÁ,Catigua,R. SÃO DOMINGOS,Turvo/Grande,"15",Rio São Domingos,15_3,,SPÁguas,FLU,427,4° BPAmb,"4100","868263",LOGGER (FCTH) / TELEMETRIA CHIP CELULAR - SEM OBSERVADOR - (ESTAÇÃO MISTA C6-064),,ATIVO,,,L,T,Q,,,,,,,
6C-500Z,FCTH,,SÍTIO SANTA APOLONIA I,"2009","2025",-21.7875,-49.98194444,GUAIMBE,Getulina,R. AGUAPEÍ,Aguapeí,"20",Alto Aguapeí,20_1,,SPÁguas,PIEZO,,2° BPAmb,"2200","8656932",LOGGER (SOLINST),,ATIVO,,C,,,,,,,,,Bauru,434.806
6C-501Z,FCTH,,SEDE DA FAZENDA SANTA EMÍLIA,"2013","2025",-21.94194444,-49.275,REGINOPOLIS,Pirajui,CÓRR. DO CANIVETE,Tietê/Batalha,"16",Rio Batalha,16_2,,SPÁguas,PIEZO,,2° BPAmb,"2200","8661832",LOGGER (SOLINST) - SEM OBSERVADOR (AS LEITURAS GRAVADAS SÃO RETIRADAS DAS INSPEÇÕES),,ATIVO,,C,L,,,,,,,,Bauru,469.978
6C-502Z,FCTH,,SÍTIO PINHEIROS,"2018","2024",-21.60277778,-50.05027778,PROMISSÃO,Avanhandava,RIB. DOS PATOS,Baixo Tietê,"19",Montante da Usina Nova Avanhandava,19_1,,SPÁguas,PIEZO,,2° BPAmb,"2100","8661367",LOGGER (SOLINST) - SEM OBSERVADOR (AS LEITURAS GRAVADAS SÃO RETIRADAS DAS INSPEÇÕES),,ATIVO,,C,L,,,,,,,,Bauru,440.566
6C-503Z,FCTH,,COLÉGIO AGRICOLA,"2019","2025",-21.43555556,-49.18722222,NOVO HORIZONTE,Novo Horizonte,CÓRR. GRANDE,Tietê/Batalha,"16",Entre início da UGRHI Rio Batalha e Rio Dourado,16_3,,SPÁguas,PIEZO,,4° BPAmb,"4100","8661763",LOGGER (SOLINST) - SEM OBSERVADOR (AS LEITURAS GRAVADAS SÃO RETIRADAS DAS INSPEÇÕES),,ATIVO,,C,L,,,,,,,,Bauru,464.843
6C-504Z,FCTH,,SP-425 - BAIRRO AEROPORTO,"2018","2025",-21.21555556,-49.32361111,URUPÊS,Urupes,CÓRR. DO GUARIPU,Tietê/Batalha,"16",Entre início da UGRHI Rio Batalha e Rio Dourado,16_3,,SPÁguas,PIEZO,,4° BPAmb,"4100","866164",LOGGER (SOLINST) - SEM OBSERVADOR (AS LEITURAS GRAVADAS SÃO RETIRADAS DAS INSPEÇÕES),,ATIVO,,C,L,,,,,,,,Bauru,452.064
"6D-001",,,SANTA CRUZ DO RIO PARDO,"1955","1980",-22.9,-49.74,SANTA CRUZ DO RIO PARDO,Santa Cruz do Rio Pardo,R. PARDO,Médio Paranapanema,"17",Rio Turvo / Rio São João / Rio Alambari,17_2,,SPÁguas,FLU,4259,2° BPAmb,"2400","864623",,,,,,,,,,,,,,,
"6D-002",FCTH,"64315000",ÁGUAS DE SANTA BÁRBARA,"1955","2024",-22.86666667,-49.28,ÁGUAS DE SANTA BÁRBARA,Aguas de Santa Barbara,R. PARDO,Médio Paranapanema,"17",Rio Pardo / Rio das Pedras / Rio Novo,17_1,,SPÁguas,FLU,3407,5° BPAmb,"5300","8646391",,,ATIVO,,,,,Q,,,,,,,
"6D-005",,,FAZ. SÃO FERNANDO,"0","0",-22.37138889,-50.00388889,MARÍLIA,Marilia,RIB. DO ARREPENDIDO,Peixe,"21",,21_1,,SPÁguas,FLU,22,2° BPAmb,"2400","86534975",LOGGER (SOLINST) DESATIVADO -POUCAS MEDIÇÕES - CURVA DE 2006 A 2007 (GRANDES DISPERSÕES) - SEM OBSERVADOR,,,,,,,,,,,,,,
"6D-006",,,OCAUÇU,"0","0",-22.44166667,-50.11333333,OCAUÇU,Echapora,RIB. OCAUÇU,Médio Paranapanema,"17",Rio Peri / Rio Veado,17_3,,SPÁguas,FLU,22,2° BPAmb,"2400","864586",NÃO  HÁ CURVA - S/ LEITURA DE NÍVEIS,,,,,,,,,,,,,,
"6D-007",FCTH,,SP-225 (PROJETO FAPESP/USP),"2023","2024",-22.40666667,-49.11444444,PIRATININGA,Piratininga,R. BATALHA,Tietê/Batalha,"16",Rio Batalha,16_2,,SPÁguas,FLU,90.2,2° BPAmb,"2200","8661897",LOGGER (SOLINST) - SEM OBSERVADOR,,ATIVO,,,L,T,,,,,,,,
"6D-008",,,SÃO PEDRO DO TURVO I,"1970","1980",-22.76666667,-49.88,SÃO PEDRO DO TURVO,Ribeirao do Sul,R. TURVO,Médio Paranapanema,"17",Rio Turvo / Rio São João / Rio Alambari,17_2,,SPÁguas,FLU,4292,2° BPAmb,"2400","8646223",,,,,,,,,,,,,,,
"6D-009",,,SALTO GRANDE,"1970","1980",-22.85,-50.18,SALTO GRANDE,Palmital,R. NOVO,Médio Paranapanema,"17",Rio Peri / Rio Veado,17_3,,SPÁguas,FLU,1006,2° BPAmb,"2400","864552",,,,,,,,,,,,,,,
"6D-010",IPT,,SÃO PEDRO DO TURVO,"1980","2020",-22.75166667,-49.88305556,SÃO PEDRO DO TURVO,Ribeirao do Sul,RIB. SÃO JOÃO,Médio Paranapanema,"17",Rio Turvo / Rio São João / Rio Alambari,17_2,,SPÁguas,FLU,720,2° BPAmb,"2400","8646223",,,PARALIZADO,,,,,,,,,,,,
6D-011J,,,FAZ. S. FERNANDO - JUS. VERT.,"0","0",-22.3725,-50.00388889,MARÍLIA,Marilia,RIB. DO ARREPENDIDO,Peixe,"21",,21_1,,SPÁguas,FLU,18,2° BPAmb,"2400","86534975",LOGGER (SOLINST) ASSOREADO - VERTEDOR - NÃO HÁ CURVA,,,,,,,,,,,,,,
6D-011M,,,FAZ. S. FERNANDO - MONT. VERT.,"0","0",-22.3725,-50.00388889,MARÍLIA,Marilia,RIB. DO ARREPENDIDO,Peixe,"21",,21_1,,SPÁguas,FLU,18,2° BPAmb,"2400","86534975",LOGGER (SOLINST) ASSOREADO - VERTEDOR - NÃO HÁ CURVA,,,,,,,,,,,,,,
6D-500Z,FCTH,,SÍTIO CASÃO,"2009","2025",-22.57194444,-49.98166667,SÃO PEDRO DO TURVO,Campos Novos Paulista,RIB. SANTO INÁCIO,Médio Paranapanema,"17",Rio Peri / Rio Veado,17_3,,SPÁguas,PIEZO,,2° BPAmb,"2400","864587",,,ATIVO,,C,,,,,,,,,Bauru,542.28
6D-501Z,FCTH,,FAZENDA 7 S,"2009","2024",-22.30638889,-49.63361111,GÁLIA,Garça,RIB. DAS ANTAS,Médio Paranapanema,"17",Rio Turvo / Rio São João / Rio Alambari,17_2,,SPÁguas,PIEZO,,2° BPAmb,"2400","8646262",,,ATIVO,,C,,,,,,,,,Bauru,549.16
6D-502Z,FCTH,,SÍTIO CONCÓRDIA,"2013","2024",-22.24027778,-50.10222222,MARÍLIA,Marilia,CÓRR. DA CASCATA,Peixe,"21",Médio Peixe,21_2,,SPÁguas,PIEZO,,2° BPAmb,"2400","8653496",LOGGER (SOLINST) - SEM OBSERVADOR (AS LEITURAS GRAVADAS SÃO RETIRADAS DAS INSPEÇÕES),,ATIVO,,C,,,,,,,,,Bauru,658.84
6D-503Z,FCTH,,SÍTIO SANTO ANTONIO,"2004","2024",-22.24583333,-50.10805556,MARÍLIA,Marilia,CÓRR. DA CASCATA,Peixe,"21",Médio Peixe,21_2,,SPÁguas,PIEZO,,2° BPAmb,"2400","8653496",SEM OBSERVADOR (AS LEITURAS GRAVADAS SÃO RETIRADAS DAS INSPEÇÕES) - PARALISADO,,ATIVO,,C,,,,,,,,,Bauru,661.914
6D-504Z,FCTH,,SÍTIO SÃO FRANCISCO,"2013","2025",-22.06888889,-49.31305556,AVAÍ,Presidente Alves,R. BATALHA,Tietê/Batalha,"16",Rio Batalha,16_2,,SPÁguas,PIEZO,,2° BPAmb,"2200","8661836",LOGGER (SOLINST) - SEM OBSERVADOR (AS LEITURAS GRAVADAS SÃO RETIRADAS DAS INSPEÇÕES),,ATIVO,,C,L,,,,,,,,Bauru,453.197
6D-505Z,FCTH,,CHÁCARA DO BREJO,"2019","2025",-22.19944444,-49.19444444,BAURU,Bauru,CÓRR. BARRA GRANDE,Tietê/Batalha,"16",Rio Batalha,16_2,,SPÁguas,PIEZO,,2° BPAmb,"2200","8661842",LOGGER (SOLINST) - SEM OBSERVADOR (AS LEITURAS GRAVADAS SÃO RETIRADAS DAS INSPEÇÕES),,ATIVO,,C,L,,,,,,,,Bauru,522.111
6D-506Z,FCTH,,SALTO GRANDE,"2018","2025",-22.61444444,-50.06722222,CAMPOS NOVOS PAULISTA,Campos Novos Paulista,RIB. DA JACUTINGA,Médio Paranapanema,"17",Rio Peri / Rio Veado,17_3,,SPÁguas,PIEZO,,2° BPAmb,"2400","864585",LOGGER (SOLINST) - SEM OBSERVADOR (AS LEITURAS GRAVADAS SÃO RETIRADAS DAS INSPEÇÕES),,ATIVO,,C,L,,,,,,,,Bauru,590.454
6D-507Z,FCTH,,PÉ DE GIGANTE 1,"2018","2025",-22.84,-49.27222222,ÁGUAS DE SANTA BÁRBARA,Aguas de Santa Barbara,RIB. CAPIVARI,Médio Paranapanema,"17",Rio Pardo / Rio das Pedras / Rio Novo,17_1,,SPÁguas,PIEZO,,5° BPAmb,"5300","8646391",LOGGER (SOLINST),,ATIVO,,C,L,,,,,,,,Bauru,623.717
6D-508Z,FCTH,,UNESP - ODONTOLOGIA,"2022","2024",-22.31027778,-49.91555556,GARÇA,Marilia,CÓRR. DO VEADO,Peixe,"21",,21_1,,SPÁguas,PIEZO,,2° BPAmb,"2400","8653499",SEM OBSERVADOR (AS LEITURAS GRAVADAS SÃO RETIRADAS DAS INSPEÇÕES)-checar boca do poço,,ATIVO,,C,,,,,,,,,Bauru,671
6D-509Z,FCTH,,BAIRRO MARAJÓ,"2022","2024",-22.13111111,-50.09361111,MARÍLIA,Oriente,CÓRR. PALMITAL,Aguapeí,"20",,20_2,,SPÁguas,PIEZO,,2° BPAmb,"2400","865669",SEM OBSERVADOR (AS LEITURAS GRAVADAS SÃO RETIRADAS DAS INSPEÇÕES),,ATIVO,,C,,,,,,,,,Bauru,489
6D-510Z,FCTH,,FAZENDA SANTA MONICA,"2022","2022",-22.47944444,-49.38305556,CABRALIA PAULISTA,Cabralia Paulista,CÓRR. DA RESTINGA,Médio Paranapanema,"17",Rio Turvo / Rio São João / Rio Alambari,17_2,,SPÁguas,PIEZO,,2° BPAmb,"2200","8646267",SEM OBSERVADOR (AS LEITURAS GRAVADAS SÃO RETIRADAS DAS INSPEÇÕES)-checar boca do poço,,ATIVO,,C,,,,,,,,,Bauru,614
"6E-001",,,PORTO ERMIDÃO,"1937","1969",-23.08333333,-49.88,XAVANTES,,R. PARANAPANEMA,,,,,,SPÁguas,FLU,27962,,,,,,,,,,,,,,,,,,
"6E-004",FCTH,,CARRAPATOS - FOZ,"0","0",-23.42111111,-49.09333333,ITAÍ,Itai,RIB. DOS CARRAPATOS,Alto Paranapanema,"14",Rio Taquari/ Ribeirão dos Carrapatos,14_4,,SPÁguas,FLU,401,5° BPAmb,"5300","8649223",LOGGER (AGSOLVE) - TELEMETRIA CELULAR -NÃO HÁ CURVA - ESTAÇÃO MISTA E6-014,,ATIVO,,,,,,,,,,,,
6F-001,,,CATAS ALTAS,"1972","2006",-24.6,-49.06,RIBEIRA,Ribeira,R. CATAS ALTAS,Ribeira de Iguape / Litoral Sul,"11",Baixo Ribeira,11_3,,SPÁguas,FLU,652,5° BPAmb,"5300","7794721",DE 1997 A 2004 S/ VAZÕES,,,,,,,,,,,,,,
6F-002,,,RIBEIRA-BALSA,"1971","1983",-24.63333333,-49,RIBEIRA,Ribeira,R. RIBEIRA DO IGUAPE,Ribeira de Iguape / Litoral Sul,"11",Baixo Ribeira,11_3,,SPÁguas,FLU,7460,5° BPAmb,"5300","77947181",,,,,,,,,,,,,,,
7A-001,IPT,,POPULINA,"1981","2019",-19.95777778,-50.52805556,POPULINA,Populina,RIB. SANTA RITA,Turvo/Grande,"15",Cascavel/Cã-cã,15_12,,SPÁguas,FLU,636,4° BPAmb,"4200","868132",LOGGER / REGISTRADOR MECÂNICO - DE 2005 A 2010 S/ VAZÕES - CONTINUAM AS MEDIÇÕES DE VAZÃO - SEM OBSERVADOR,,PARALIZADO,,,,,,,,,,,,
7B-006,FCTH,"62015500",NHANDEARA/VOTUPORANGA,"1971","2024",-20.54361111,-50.07027778,NHANDEARA,Nhandeara,RIO S. J. DOS DOURADOS,,"18",Médio São José dos Dourados,18_2,,SPÁguas,FLU,1287,4° BPAmb,"4200","8672953",LOGGER (FCTH) - DE 1982 A 2013 S/ VAZÕES,,ATIVO,,,,,,,,,,,,
7B-007,,,FAZENDA PALMEIRINHA,"1969","2016",-20.5225,-50.70861111,AURIFLAMA,Palmeira dOeste,RIO S. J. DOS DOURADOS,,"18",Ribeirão Coqueiro,18_4,,SPÁguas,FLU,3364,4° BPAmb,"4200","8672171",SEM OBSERVADOR desde set 1985 - REGISTRADOR MECÂNICO até 2016,,,,,,,,,,,,,,
7B-009,FCTH,"62880000",GUZOLÂNDIA,"1981","2024",-20.70555556,-50.85055556,SANTO ANTÔNIO DO ARACANGUÁ,Sud Mennucci,RIB. DO BARREIRO,Baixo Tietê,"19",Nova Avanhandava / Ribeirão Água Fria,19_3,,SPÁguas,FLU,78,2° BPAmb,"2100","86611138",FOI REGISTRADOR MECÂNICO,,ATIVO,,,,,,,,,,,,
7B-010,FCTH,,SÃO JOÃO DAS DUAS PONTES,"2020","2024",-20.42638889,-50.50805556,SÃO JOÃO DAS DUAS PONTES,Pontalinda,R. SÃO JOSÉ DOS DOURADOS,,"18",Ribeirão do Marimbondo,18_3,,SPÁguas,FLU,2290,4° BPAmb,"4200","867252",,,ATIVO,,,,,,,,,,,,
7B-500Z,FCTH,,ESTRADA SAMPAIO VIDAL,"2009","2025",-20.08027778,-50.40416667,GUARANI D'OESTE,Guarani dOeste,CÓRR. DO LEME,Turvo/Grande,"15",,15_11,,SPÁguas,PIEZO,,4° BPAmb,"4200","868141",,,ATIVO,,C,,,,,,,,,Bauru,482.291
7B-501Z,FCTH,,FAZENDA BOA VISTA,"2009","2025",-20.70416667,-50.85,GUZOLÂNDIA,Sud Mennucci,RIB. DO BARREIRO,Baixo Tietê,"19",Nova Avanhandava / Ribeirão Água Fria,19_3,,SPÁguas,PIEZO,,2° BPAmb,"2100","86611138",,,ATIVO,,C,,,,,,,,,Bauru,359.601
7B-502Z,FCTH,,FAZ. BOM RETIRO,"2013","2025",-20.44027778,-50.63638889,PONTALINDA,Dirce Reis,CÓRR. DO LAJEADO,,"18",Ribeirão Coqueiro,18_4,,SPÁguas,PIEZO,,4° BPAmb,"4200","867219",LOGGER (SOLINST),,ATIVO,,C,,,,,,,,,Bauru,394.65
7B-503Z,FCTH,,CHÁCARA N. S. APARECIDA,"2013","2025",-20.56388889,-50.26416667,MAGDA  *(BT),Magda,CÓRR. MACAUBAS,,"18",Médio São José dos Dourados,18_2,,SPÁguas,PIEZO,,4° BPAmb,"4200","8672933",LOGGER (SOLINST) - SEM OBSERVADOR (AS LEITURAS GRAVADAS SÃO RETIRADAS DAS INSPEÇÕES),,ATIVO,,C,,,,,,,,,Bauru,427.234
7B-504Z,FCTH,,SÍTIO CALANGO,"2013","2025",-20.50888889,-50.03166667,VOTUPORANGA *(TG),Votuporanga,CÓRR. DO CABRITO,,"18",Alto São José dos Dourados,18_1,,SPÁguas,PIEZO,,4° BPAmb,"4200","8672952",LOGGER (SOLINST) - LEITURAS DO OBSERVADOR NÃO DIÁRIAS,,ATIVO,,C,,,,,,,,,Bauru,453.552
7B-505Z,FCTH,,ETEC - RANCHARIA,"2018","2025",-20.86638889,-50.56194444,SANTO ANTÔNIO DO ARACANGUÁ,Santo Antonio do Aracangua,RIB. DA MATA,Baixo Tietê,"19",Nova Avanhandava,19_2,,SPÁguas,PIEZO,,2° BPAmb,"2100","86611181",LOGGER (SOLINST) - SEM OBSERVADOR (AS LEITURAS GRAVADAS SÃO RETIRADAS DAS INSPEÇÕES),,ATIVO,,C,L,,,,,,,,Bauru,411.246
7B-506Z,FCTH,,POÇO REGIONAL DE PRESIDENTE PRUDENTE,"2018","2025",-20.93416667,-50.0925,TURIUBA,Turiuba,RIB. PONTE NOVA,Baixo Tietê,"19",Montante da Usina Nova Avanhandava,19_1,,SPÁguas,PIEZO,,2° BPAmb,"2100","8661182",LOGGER (SOLINST) - SEM OBSERVADOR (AS LEITURAS GRAVADAS SÃO RETIRADAS DAS INSPEÇÕES),,ATIVO,,C,L,,,,,,,,Bauru,429.611
7B-507Z,FCTH,,SÍTIO SÃO JOSÉ,"2018","2025",-20.37111111,-50.67,JALES,São Francisco,RIB. MARIMBONDO,,"18",Ribeirão Coqueiro,18_4,,SPÁguas,PIEZO,,4° BPAmb,"4200","867218",LOGGER (SOLINST) - SEM OBSERVADOR (AS LEITURAS GRAVADAS SÃO RETIRADAS DAS INSPEÇÕES),,ATIVO,,C,L,,,,,,,,Bauru,424.454
7B-508Z,FCTH,,ESTÂNCIA JULIANA,"2022","2025",-20.48916667,-50.90833333,PALMEIRA D'OESTE,Aparecida dOeste,CÓRR. DO CAVACO,,"18",,18_6,,SPÁguas,PIEZO,,4° BPAmb,"4200","8672131",LOGGER (SOLINST) - SEM OBSERVADOR (AS LEITURAS GRAVADAS SÃO RETIRADAS DAS INSPEÇÕES),,ATIVO,,C,L,,,,,,,,Bauru,309
7C-002,IPT,,FAZENDA BOM RETIRO,"1946","2011",-21.715,-50.34777778,LUIZIÂNIA,Arco Iris,R. AGUAPEÍ,Aguapeí,"20",,20_2,,SPÁguas,FLU,3670,2° BPAmb,"2400","865651",DE 1976 A 1989 S/ VAZÕES - FOI REGISTRADOR MECÂNICO - SEM OBSERVADOR,,PARALIZADO,,,,,,,,,,,,
7C-003,,,PORTO RIO PRADO,"1954","1979",-21.03333333,-50.56,ARAÇATUBA,Aracatuba,R. TIETÊ,Baixo Tietê,"19",Nova Avanhandava,19_2,,SPÁguas,FLU,63256,2° BPAmb,"2100","8661121",DE 1962 A 1970 S/ VAZÕES,,,,,,,,,,,,,,
7C-005,FCTH,,QUINTA PONTE,"2022","2024",-21.48638889,-50.08611111,PENAPOLIS,Penapolis,RIB. DO LAJEADO,Baixo Tietê,"19",Montante da Usina Nova Avanhandava,19_1,,SPÁguas,FLU,76.4,2° BPAmb,"2100","866122",SEM OBSERVADOR - LOGGER (SOLINST) ATÉ 01/01/2024. A PARTIR DE 05/04/2024 LOGGER (ATIVA) - ESTAÇÃO MISTA C7-057,,ATIVO,,,L,,,,,,,,,
7C-006,FCTH,,MONTANTE DA CAPTAÇÃO,"0","0",-21.43638889,-50.06666667,PENAPOLIS,Penapolis,RIB. DO LAJEADO,Baixo Tietê,"19",Montante da Usina Nova Avanhandava,19_1,,SPÁguas,FLU,152,2° BPAmb,"2100","866122","NÃO HÁ CURVA (COM MEDQ, S/ COTAS)",,ATIVO,,,L,,,,,,,,,
7C-007,FCTH,,JUSANTE DA CAPTAÇÃO,"0","0",-21.43666667,-50.06666667,PENAPOLIS,Penapolis,RIB. DO LAJEADO,Baixo Tietê,"19",Montante da Usina Nova Avanhandava,19_1,,SPÁguas,FLU,152,2° BPAmb,"2100","866122",LOGGER (SOLINST) - NÃO HÁ CURVA,,ATIVO,,,L,,,,,,,,,
7C-008,FCTH,,PARPINELLI,"0","0",-21.28,-50.41388889,BIRIGUI,Birigui,CÓRR. PARPINELLI,Baixo Tietê,"19",Nova Avanhandava,19_2,,SPÁguas,FLU,,2° BPAmb,"2100","8661161",ESTAÇÃO MISTA C7-089,,ATIVO,,O,L,T,,,,,,,,
7C-009,FCTH,"62848000",BIRIGUI URBANO,"0","0",-21.28777778,-50.39638889,BIRIGUI,Birigui,CÓRR. DO BAIXOTE,Baixo Tietê,"19",Nova Avanhandava,19_2,,SPÁguas,FLU,14.8,2° BPAmb,"2100","8661161",LOGGER (CAMPBELL) / TELEMETRIA CHIP CELULAR SUSPENSA - NÃO HÁ CURVA  (S/ MEDQ)- ESTAÇÃO MISTA C7-088,,ATIVO,,,L,,,,,,,,,
7C-011,IPT,,RINÓPOLIS / PIACATU,"1970","2000",-21.6525,-50.76416667,RINÓPOLIS,Rinopolis,R. AGUAPEÍ,Aguapeí,"20",,20_2,,SPÁguas,FLU,6217,2° BPAmb,"2400","8656371",SEM OBSERVADOR - CONTINUAM AS MEDIÇÕES DE VAZÃO,,PARALIZADO,,,,,,,,,,,,
7C-012,IPT,,MACUCOS / QUEIROZ,"1970","1995",-21.78972222,-50.18111111,QUEIROZ,Queiroz,R. TIBIRIÇÁ,Aguapeí,"20",Alto Aguapeí,20_1,,SPÁguas,FLU,1428,2° BPAmb,"2400","8656811",SEM OBSERVADOR - CONTINUAM AS MEDIÇÕES DE VAZÃO,,PARALIZADO,,,,,,,,,,,,
7C-013,,,PORTO SÃO LUIZ,"1970","1979",-21.11666667,-50.28,BURITAMA,Birigui,R. TIETÊ,Baixo Tietê,"19",Nova Avanhandava,19_2,,SPÁguas,FLU,60310,2° BPAmb,"2100","8661175",,,,,,,,,,,,,,,
7C-014,FCTH,"62860000",ARAÇATUBA,"1981","2025",-21.24027778,-50.525,ARAÇATUBA,Aracatuba,RIB. BAGUAÇU,Baixo Tietê,"19",Nova Avanhandava,19_2,,SPÁguas,FLU,453,2° BPAmb,"2100","8661122",LOGGER (SOLINST) - FOI REGISTRADOR MECÂNICO DE 1989 A 2020 - SEM OBSERVADOR DESDE JAN/2007,,ATIVO,,,L,,,,,,,,,
7C-015,FCTH,"63730000",GRANJA ONO,"1984","2025",-21.93472222,-50.79472222,BASTOS,Parapua,RIB. COPAÍBA,Peixe,"21",Médio Peixe,21_2,,SPÁguas,FLU,65,2° BPAmb,"2400","86534912",LOGGER (SOLINST) / FOI REGISTRADOR MECÂNICO - S/ OBSERVADOR,,ATIVO,,,L,,,,,,,,,
7C-500Z,FCTH,,CUTRALE - P2,"2009","2025",-21.38777778,-50.54166667,BILAC,Aracatuba,RIB. BAGUAÇU,Baixo Tietê,"19",Nova Avanhandava,19_2,,SPÁguas,PIEZO,,2° BPAmb,"2100","8661162",,,ATIVO,,C,,,,,,,,,Bauru,405.598
7C-501Z,FCTH,,VIVEIRO DAS MUDAS,"2009","2025",-21.69833333,-50.35277778,LUIZIÂNIA,Luiziania,R. AGUAPEÍ,Aguapeí,"20",,20_2,,SPÁguas,PIEZO,,2° BPAmb,"2100","865651",LOGGER (SOLINST),,ATIVO,,C,,,,,,,,,Bauru,419.48
7C-502Z,FCTH,,ESTÂNCIA M. ELISABETH,"2018","2025",-21.27694444,-50.75527778,GUARARAPES,Rubiacea,CÓRR. FRUTAL,Baixo Tietê,"19",Nova Avanhandava,19_2,,SPÁguas,PIEZO,,2° BPAmb,"2100","8661128",LOGGER (SOLINST) - SEM OBSERVADOR (AS LEITURAS GRAVADAS SÃO RETIRADAS DAS INSPEÇÕES),,ATIVO,,C,L,,,,,,,,Bauru,420.979
7C-503Z,FCTH,,SÍTIO ALVORADA,"2018","2025",-21.62916667,-50.73361111,PIACATU,Rinopolis,RIB. DA LONTRA,Aguapeí,"20",,20_2,,SPÁguas,PIEZO,,2° BPAmb,"2400","8656371",LOGGER (SOLINST) - SEM OBSERVADOR (AS LEITURAS GRAVADAS SÃO RETIRADAS DAS INSPEÇÕES),,ATIVO,,C,L,,,,,,,,Bauru,403.955
